timestamp,value
"2020-01-30 21:55:00",1
"2020-01-30 22:00:00",1
"2020-01-30 22:30:00",2
"2020-01-30 22:50:00",1
"2020-01-30 23:10:00",2
"2020-01-30 23:50:00",1
"2020-01-31 00:00:00",2
"2020-01-31 01:30:00",1
"2020-01-31 02:40:00",1
"2020-01-31 02:50:00",1
"2020-01-31 04:55:00",1
"2020-01-31 06:05:00",1
"2020-01-31 06:25:00",1
"2020-01-31 06:40:00",1
"2020-01-31 06:45:00",1
"2020-01-31 07:25:00",1
"2020-01-31 07:35:00",1
"2020-01-31 07:40:00",1
"2020-01-31 07:50:00",1
"2020-01-31 08:10:00",2
"2020-01-31 08:25:00",1
"2020-01-31 08:40:00",2
"2020-01-31 08:50:00",1
"2020-01-31 09:40:00",1
"2020-01-31 10:25:00",1
"2020-01-31 11:35:00",1
"2020-01-31 11:40:00",1
"2020-01-31 12:10:00",1
"2020-01-31 12:35:00",1
"2020-01-31 12:45:00",1
"2020-01-31 14:30:00",1
"2020-01-31 15:10:00",1
"2020-01-31 15:45:00",1
"2020-01-31 15:55:00",1
"2020-01-31 16:10:00",1
"2020-01-31 16:15:00",1
"2020-01-31 17:10:00",1
"2020-01-31 17:30:00",1
"2020-01-31 18:35:00",1
"2020-01-31 19:00:00",1
"2020-01-31 19:35:00",1
"2020-01-31 19:45:00",1
"2020-01-31 20:30:00",1
"2020-01-31 21:30:00",1
"2020-01-31 21:35:00",1
"2020-01-31 23:25:00",1
"2020-01-31 23:35:00",1
"2020-02-01 01:40:00",1
"2020-02-01 05:00:00",1
"2020-02-01 06:50:00",2
"2020-02-01 07:05:00",1
"2020-02-01 07:15:00",1
"2020-02-01 10:35:00",1
"2020-02-01 12:00:00",1
"2020-02-01 13:00:00",1
"2020-02-01 14:05:00",1
"2020-02-01 15:25:00",1
"2020-02-01 16:40:00",1
"2020-02-01 17:20:00",1
"2020-02-02 00:00:00",1
"2020-02-02 00:55:00",1
"2020-02-02 03:35:00",1
"2020-02-02 09:20:00",1
"2020-02-02 11:10:00",1
"2020-02-02 14:20:00",1
"2020-02-02 14:40:00",1
"2020-02-02 14:55:00",1
"2020-02-02 16:05:00",1
"2020-02-02 16:40:00",1
"2020-02-02 18:10:00",1
"2020-02-02 18:30:00",1
"2020-02-02 22:00:00",1
"2020-02-03 00:35:00",1
"2020-02-03 01:35:00",1
"2020-02-03 01:50:00",1
"2020-02-03 03:55:00",1
"2020-02-03 04:50:00",1
"2020-02-03 05:10:00",1
"2020-02-03 05:40:00",1
"2020-02-03 07:15:00",1
"2020-02-03 09:10:00",1
"2020-02-03 09:40:00",1
"2020-02-03 10:45:00",1
"2020-02-03 11:30:00",1
"2020-02-03 13:25:00",1
"2020-02-03 13:30:00",1
"2020-02-03 13:35:00",1
"2020-02-03 13:50:00",2
"2020-02-03 14:40:00",1
"2020-02-03 15:05:00",1
"2020-02-03 15:20:00",1
"2020-02-03 15:35:00",1
"2020-02-03 15:40:00",1
"2020-02-03 16:25:00",1
"2020-02-03 16:45:00",1
"2020-02-03 16:50:00",1
"2020-02-03 17:35:00",1
"2020-02-03 17:40:00",1
"2020-02-03 17:45:00",5
"2020-02-03 18:50:00",1
"2020-02-03 19:00:00",1
"2020-02-03 19:55:00",2
"2020-02-03 20:15:00",1
"2020-02-04 00:05:00",1
"2020-02-04 00:30:00",1
"2020-02-04 01:35:00",1
"2020-02-04 09:10:00",1
"2020-02-04 09:40:00",1
"2020-02-04 12:55:00",1
"2020-02-04 17:00:00",1
"2020-02-04 17:05:00",1
"2020-02-04 17:20:00",1
"2020-02-04 17:35:00",2
"2020-02-04 18:20:00",1
"2020-02-04 18:45:00",1
"2020-02-04 19:00:00",1
"2020-02-04 19:25:00",1
"2020-02-04 19:50:00",1
"2020-02-04 20:45:00",2
"2020-02-04 20:55:00",1
"2020-02-04 22:20:00",1
"2020-02-04 22:45:00",1
"2020-02-04 23:00:00",1
"2020-02-04 23:05:00",1
"2020-02-04 23:10:00",1
"2020-02-05 00:20:00",1
"2020-02-05 00:50:00",1
"2020-02-05 03:10:00",1
"2020-02-05 03:15:00",1
"2020-02-05 03:40:00",1
"2020-02-05 04:45:00",1
"2020-02-05 07:45:00",1
"2020-02-05 08:45:00",1
"2020-02-05 08:50:00",1
"2020-02-05 09:05:00",1
"2020-02-05 10:10:00",1
"2020-02-05 12:00:00",1
"2020-02-05 12:05:00",1
"2020-02-05 12:20:00",1
"2020-02-05 12:45:00",1
"2020-02-05 13:00:00",1
"2020-02-05 13:15:00",1
"2020-02-05 13:20:00",1
"2020-02-05 14:15:00",1
"2020-02-05 14:40:00",1
"2020-02-05 15:00:00",1
"2020-02-05 15:45:00",1
"2020-02-05 16:55:00",2
"2020-02-05 17:00:00",1
"2020-02-05 18:05:00",1
"2020-02-05 18:20:00",1
"2020-02-05 18:30:00",1
"2020-02-05 18:35:00",1
"2020-02-05 18:45:00",2
"2020-02-05 19:25:00",1
"2020-02-05 20:15:00",1
"2020-02-05 20:35:00",1
"2020-02-05 21:00:00",1
"2020-02-05 21:05:00",1
"2020-02-05 21:25:00",1
"2020-02-05 21:45:00",1
"2020-02-05 23:05:00",1
"2020-02-05 23:30:00",1
"2020-02-06 01:25:00",1
"2020-02-06 01:35:00",1
"2020-02-06 02:25:00",1
"2020-02-06 04:05:00",1
"2020-02-06 06:40:00",1
"2020-02-06 07:20:00",2
"2020-02-06 09:35:00",1
"2020-02-06 10:00:00",1
"2020-02-06 10:40:00",1
"2020-02-06 11:05:00",1
"2020-02-06 11:50:00",1
"2020-02-06 12:30:00",1
"2020-02-06 12:55:00",1
"2020-02-06 13:00:00",1
"2020-02-06 13:30:00",2
"2020-02-06 15:15:00",1
"2020-02-06 15:30:00",1
"2020-02-06 15:35:00",1
"2020-02-06 16:10:00",1
"2020-02-06 17:15:00",1
"2020-02-06 18:10:00",1
"2020-02-06 18:35:00",1
"2020-02-06 19:00:00",1
"2020-02-06 19:20:00",1
"2020-02-06 19:50:00",1
"2020-02-06 21:35:00",1
"2020-02-06 22:05:00",1
"2020-02-06 22:10:00",1
"2020-02-07 00:00:00",1
"2020-02-07 01:15:00",1
"2020-02-07 01:20:00",1
"2020-02-07 02:35:00",1
"2020-02-07 02:55:00",1
"2020-02-07 04:25:00",1
"2020-02-07 05:05:00",1
"2020-02-07 05:25:00",1
"2020-02-07 05:30:00",1
"2020-02-07 09:35:00",1
"2020-02-07 09:40:00",1
"2020-02-07 09:45:00",1
"2020-02-07 09:55:00",1
"2020-02-07 11:25:00",1
"2020-02-07 11:55:00",1
"2020-02-07 13:15:00",2
"2020-02-07 13:55:00",1
"2020-02-07 15:25:00",1
"2020-02-07 15:45:00",1
"2020-02-07 15:55:00",1
"2020-02-07 16:30:00",1
"2020-02-07 16:35:00",1
"2020-02-07 16:45:00",1
"2020-02-07 16:50:00",1
"2020-02-07 18:05:00",3
"2020-02-07 18:15:00",1
"2020-02-07 19:15:00",1
"2020-02-07 20:00:00",1
"2020-02-07 20:50:00",1
"2020-02-07 21:00:00",1
"2020-02-07 22:45:00",1
"2020-02-07 22:55:00",1
"2020-02-07 23:00:00",2
